GeneSymbol,Conservation
SNORD115-32,0.05
SNORD115-33,0.157317073170732
SNORD115-34,0.0719512195121951
SNORD115-35,0.0182926829268293
SNORD115-36,0.213414634146342
SNORD115-37,0.124390243902439
SNORD115-38,0.0939024390243902
SNORD115-39,0.0146341463414634
SNORD115-40,0.329268292682927
SNORD115-41,0.0304878048780488
SNORD115-42,0.415853658536585
SNORD115-43,0.0609756097560976
SNORD115-44,0.098780487804878
SNORD116-28,0.0318681318681319
SNORD116-29,0.169879518072289
SNORD115-48,0.0407894736842105
PDZK1P1,0.377803169585011
SNORD115-24,0.0146341463414634
SNORD115-27,0.441463414634146
SNORD115-28,0.47283950617284
SNORD115-45,0
SNORD115-47,0.12906976744186
TLX1NB,0.217786959390256
NAALADL1,0.503979552942912
CDKN2B-AS1,0.0970086272116244
SIGLEC14,0.159334364009951
NINJ2-AS1,0.0987259404424423
ACOT8,0.45280875824289
ABI1,0.867751588591874
GNPDA1,0.502041029823872
MIMT1,0.0294810274101926
KCNE3,0.248404190138037
ZBTB33,0.487843961599493
SNHG8,0.203509504559653
GTF2IP4,0.872730481886352
GS1-600G8.3,0.104839467161331
CDH3,0.410088994704252
TANK,0.529034644395947
TTTY21B,0.0108516821831437
TTTY1B,0
TTTY2B,NA
TTTY8B,NA
TTTY7B,NA
TTTY23B,0.0863678294788605
LOC100101148,0.390205667662904
HAVCR1P1,0.2748875
POM121C,0.461553817285807
SPDYE12,0.446819020707924
PMS2P7,0.709970794927824
ZSCAN30,0.0991476630806679
H2BW3P,0.296378504672897
MCTS2,0.773541963015647
ANKRD26P3,0.256044316018255
SRA1,0.594166619715653
SNORD121A,0.780487804878049
SNORD125,0.77125946969697
SNORD19B,0.442916666666666
SNORD105B,0.384810126582278
SNORD123,0.931428571428571
UCKL1-AS1,0.0728761799000555
SNORD127,0.893023255813954
SNORD126,0.95974025974026
SNORD11B,0.941732283464567
SNORD12B,0.861538461538461
SNORD111B,0.80625
LIN28B-AS1,0.127107318734479
LINC00583,0.00311104420693462
TMEM170B,0.42663152403701
SNORD58C,0.8921875
SNORA84,0.81203007518797
SNORA36C,0.905806451612903
SNORA38B,0.685496183206107
SNORA70B,1
SNORA70C,0.785299145299145
SNORA11B,0.0271317829457364
SNORA11C,0.58062015503876
SNORA11D,0.32265625
HOTAIR,0.293198637156227
ZGLP1,0.3554935240921
FAM86JP,0.253490732339006
FMR1-AS1,0.0654710683267058
MIR298,0.0340909090909091
MIR300,0.228915662650602
VTRNA2-1,0.257731280940594
MIR509-2,0.0813186813186813
MIR450B,0.901282051282051
MIR890,0
MIR891B,0.00632911392405063
MIR888,0
MIR892B,0
MIR541,0.772619047619048
MIR875,0.989473684210526
MIR876,1
MIR147B,0.995
MIR744,0.990816326530612
MIR877,0.0622754491017964
MIR665,0.788888888888889
MIR873,1
MIR374B,0.991666666666667
MIR301B,0.882051282051282
MIR216B,0.200970873786408
MIR920,0
MIR922,0.963829787234042
MIR924,0.060377358490566
MIR934,0.00481927710843374
MIR935,0.846153846153846
MIR936,0.179591836734694
MIR938,0.00843373493975904
MIR940,0.161702127659574
MIR941-1,0.00138888888888889
MIR941-4,0.00138888888888889
MIR942,0.855813953488372
MIR943,0.894444444444445
MIR708,0.954545454545455
MIR885,0.883333333333333
MIR543,0.988461538461538
MIR208B,0.898701298701299
MIR509-3,0.0946666666666667
MIR937,0.283720930232558
MIR941-2,0
MIR944,0.914901960784314
MIR891A,0.010126582278481
MIR892A,0
MIR874,0.976923076923077
MIR889,0.965822784810127
MIR190B,0.268468468468469
MIR887,0.00126582278481013
MIR760,0.0503184713375796
MIR921,0.968273092369478
MIR933,0.642105263157895
MIR941-3,0.025
MIR297,0.0907261752332175
MIR365A,1
MIR365B,0.945945945945946
GJE1,0.654045981119152
LINC00322,0.00664850888643438
LEISA1,0.18582443653618
EGOT,0.148149365254628
GHRLOS,0.023337497386458
MINAR2,0.457630181174066
SLCO4A1-AS1,0.234246961841297
HECW1-IT1,0.132913481830321
LOC100127955,0.0606609089532631
KRT73-AS1,0.108602467204996
C8orf88,0.847937262347789
LOC100128002,0.0153874675565443
ARHGAP44-AS1,0.258949566918134
DPPA2P3,0.0231944444444445
WWTR1-AS1,0.160482691437482
PLCE1-AS1,0.0749683570678712
SMARCA5-AS1,0.299118488480287
LOC100128059,0.0101096314833021
FAM229A,0.632956459503408
LOC100128076,0.428618184166808
LOC100128079,0.193172909544298
JAZF1-AS1,0.286759979093857
ST8SIA6-AS1,0.0754841066652288
UBE2Q2P13,0.199192920149952
HGC6.3,0.0389122338997917
STAU2-AS1,0.267755117567899
ADGRA1-AS1,0.0681182566648599
LINC01233,0.0409626853173628
FHL1P1,0.0597853870500602
UST-AS1,0.0274857294570556
TMPO-AS1,0.33688468144706
LINC02324,0.0780745536174582
LINC02731,0.0950589489184659
ZNF667-AS1,0.0628310491131769
LOC100128253,0.168250582457978
WASIR1,0.109580140815904
TNK2-AS1,0.0214082503556188
HTR5A-AS1,0.364375122911266
DNM1P35,0.409990965407144
DLG5-AS1,0.0170009115770283
LOC100128310,0.0557527955360773
LOC100128317,0.412800436834196
LINC03008,0.437603975478072
TRAPPC3L,0.647205114390331
FAM225B,0.0235718835248003
ARHGAP42-AS1,0.358971602157144
ZNF606-AS1,0.0936756818427647
LINC00892,0.187229494624227
LOC100128494,0.302534808032508
SCP2D1-AS1,0.035840015273005
ASTN2-AS1,0.111534456324181
NEBL-AS1,0.055104259470655
KIAA1671-AS1,0.220703202212916
MIR29B2CHG,0.29843788990947
LINC02347,0.0291828330112885
MYHAS,0.125556384933719
RANBP3-DT,0.0333540820011995
TEKTIP1,0.247799028008276
SLC8A1-AS1,0.0900677790219753
TMSB15B-AS1,0.0734440015620503
CDC42P3,0.902211690363349
ACVR2B-AS1,0.145315330922425
HPN-AS1,0.153711143176675
LINC01531,0.0543593034680457
GPR50-AS1,0.262054653230371
LINC02346,0.0337549960908207
OST4,0.517942451321332
RBPMS-AS1,0.130854996675322
LOC100128770,0.0328662865568342
ERCC6L2-AS1,0.0365962676544927
LINC01349,0.20841831983873
SRRM2-AS1,0.0473578664038257
GPR158-AS1,0.475980307565993
LINC01003,0.268005540166205
VPS9D1-AS1,0.257618091134838
ZFPM1-AS1,0.0215449866565002
LOC100128885,0.449671508842373
FAM66B,0.0148470882430022
GATA6-AS1,0.230239187852128
LINC01960,0.364473684210526
CIROP,0.533427616285426
ZBTB42,0.339333572454588
LINC01310,0.00689967991337724
LOC100128966,0.294543700366801
LOC100128993,0.0954737184671578
PCBP3-AS1,0.0307522342850915
PKP4-AS1,0.136508676432823
BCAR3-AS1,0.131662455000178
CCNYL4,0.784092100821505
SEMA3F-AS1,0.210648418899449
LINC03062,0.00583558531429638
KTN1-AS1,0.0699853062355947
SIGLEC10-AS1,0.161783013021938
KHDC1L,0.0352591161409048
TDH-AS1,0.019485697822329
LOC100129138,0.0307261807320323
LOC100129175,0.326480863757486
ZSCAN16-AS1,0.219641820858021
MATN1-AS1,0.199916854259085
LOC100129203,0.262350383756891
SLC39A12-AS1,0.138133054310693
LOC100129215,0.0113749521256224
DEFB131B,0.113025583982202
THCAT155,0.438340064335128
CXorf51A,0.0368530295000883
SMIM27,0.283584546038882
LINC01160,NA
C1orf68,0.185857371794872
TDRD15,0.171270846459615
LOC100129291,0.0497710371546735
CD200R1L-AS1,0.0528138298023519
LOC100129307,0.121103117505995
LINC02291,0.102774534987698
LINC00484,0.1081583958398
NRADDP,0.438252190609502
LINC03041,0.486750374929226
GABPB1-AS1,0.19307974335472
FAM106C,0.183179297597042
MSTO2P,0.645811841208548
FAM236A,0.111830587777156
DDC-AS1,0.159727015417876
LOC100129434,NA
DPY19L1P1,0.66009704133138
LYRM4-AS1,0.0741849309531052
LINC01546,0.00818391850923171
MKRN2OS,0.313083513762791
ZNF37BP,0.0653469157614562
LINC02983,0.593548387096774
ETDB,0.292710044352883
LINC02012,0.0948453608247423
SOD2-OT1,0.275396176923374
TEX13C,0.0443060420742468
LOC100129534,0.0255946727235185
LOC100129540,0.321446785139853
ZNF730,0.168854554615155
LINC02035,0.291901971230687
FAM47E,0.178416202820664
LINC00462,0.160261270957236
LOC100129603,0.0909124890249169
PLPPR5-AS1,0.291831190562877
TCF24,0.197055701422996
FGF13-AS1,0.214582402481767
IZUMO3,0.560349543742316
LOC100129697,0.029106745221748
ARRDC3-AS1,0.0557736247302236
STPG3-AS1,0.125694316949732
MAPRE3-AS1,0.0250673918653729
LINC01126,0.15
MIR193BHG,0.113922689483311
CCDC152,0.67197422893869
SLC25A21-AS1,0.0588877338877339
ZNF807P,0.355749118820837
IRAG1-AS1,0.115140687800822
COL4A2-AS2,0.00817105963233509
ZNF737,0.121245521102095
PCOLCE-AS1,0.472367814381572
SCOC-AS1,0.0755077955956709
DYM-AS1,0.0277704588079228
PCGF3-AS1,0.0712304980276674
TMEM269,0.35214441707178
LOC100129931,0.125350795059618
LOC100129935,0.0270227090338677
HMGA2-AS1,0.20787353318392
CCNT2-AS1,0.23841230290007
SPATA31F3,0.346502483905562
CERNA1,0.115176597241216
LINC01460,0.280335228048626
HDAC6,0.412525454970927
URAHP,0.274774013057971
FTLP10,0.315619283385031
SZRD1P1,0.860980810234541
HSFX2,0.0506146958192928
LCIIAR,0.0308759636979197
MIR124-2HG,0.433986122552882
FAM13B-AS1,0.376303538175047
EFCAB14-AS1,0.134289203729993
LOC100130207,0.155866138128814
LINC00861,0.0704448765595928
LINC02961,0.0664671532846715
SLC24A3-AS1,0.0155014119481127
LOC100130268,0.0486311017083049
TFAP2A-AS1,0.345547600377831
LOC100130283,0.27634592627494
LOC100130298,0.0146893397813288
C8orf89,0.520934708276372
SUPT20HL1,0.110109706985141
C17orf107,0.302152375372656
LOC100130331,0.0773131965563535
SCGB2B3P,0.030708728053344
CDHR18P,0.48460283927932
TMEM262,0.56091782986251
LOC100130357,0.0653804064549011
CXorf49,0.0464132769538041
LINC03048,0.0287447297378518
EPB41L1-AS1,0.0662021377976287
LINC02593,0.0322886471078511
CECR7,0.194082271382208
GPC1-AS1,0.00244079390761389
SPAG16-DT,0.0211280412123246
CAND1.11,0.0405910843129701
WAKMAR2,0.062190040604102
LINC01387,0.00327218794576447
TMEM221,0.358643589034762
CD300H,0.266731796066823
PARD6G-AS1,0.00554234620354615
LINC02881,0.238938878148755
LOC100130548,0.00130151843817787
NFYC-AS1,0.0489451476793249
LINC00910,0.131196690519675
LOC100130587,0.0119297735042161
PRR32,0.256167257683215
LOC100130673,0.284516129032258
LOC100130691,0.235541514755034
TP53TG3HP,0.0381348770517028
LRRC58-DT,0.353609111792017
ATP6V1FNB,0.475907420827135
HDHD5-AS1,0.0522960997823586
LRRC70,0.634282999970631
LRRC69,0.383422565522271
EFCAB10,0.360335291905794
AGAP2-AS1,0.623335875314357
SBK3,0.394519352725553
LOC100130849,0.516645533389569
USP3-AS1,0.217134968849999
LOC100130872,0.057897901519336
CREB3L2-AS1,0.0609565369745348
ATE1-AS1,0.200316257785888
TSTD3,0.244726724316751
VAC14-AS1,0.0286092479010214
SMIM6,0.083250521471023
ZNF663P,0.203625110521662
CSAG4,0.055373940253236
ZNF594-DT,0.0601574765561054
LINC01502,NA
SYCE1L,0.333224677434641
LOC100130964,0.138188203435275
LINC02901,0.0459122392049711
LOC100130987,0.0473922633556312
SPATA48,0.51239600288321
LOC100130992,0.0965115649629353
ZNF316,0.170712372048206
DNAH8-AS1,0.0923017243190286
LINC01135,0.207452770475568
CKMT2-AS1,0.069312326439123
SRP14-DT,0.0289890867509215
DPP9-AS1,0.214309748610949
LOC100131107,0.462025316455696
ZBTB20-AS1,0.29710298757862
BSPH1,0.220117866019184
LINC01405,0.0814031705725195
WDR86-AS1,0.046802169946472
TSTD1,0.382114966512971
CCDC183-AS1,0.156314839129101
RPL21P28,0.00882352941176471
SNAP25-AS1,NA
NEMP2,0.306604114348295
ZNF503-AS2,0.180884993957631
MIR181A1HG,0.381990310198479
ANKRD63,0.261751544854038
LOC100131257,0
LOC100131289,0.0721440743069515
DPEP2NB,0.247949472482482
RAB6C-AS1,0.41496805990111
RDM1P5,0.140646660203526
LINC00605,0.0819323200837366
C11orf91,0.4523229513314
SP9,0.116071428571429
EOLA1-DT,0.0136899676894678
CD300LD,0.101597657105071
DBIL5P,0.391583040717221
LOC100131472,0.0462122956481695
LOC100131496,0.133732800710164
ZNF705EP,0.182221751310732
LINC00887,0.0707953895498267
CCDC18-AS1,0.153660824976305
DPP4-DT,0.150746280002622
LOC100131635,0.0690523394085975
ZNF236-DT,0.0266319459037906
MZF1-AS1,0.0336752362954744
FAM83A-AS1,0.0721520527782546
USP30-AS1,0.101185079271626
ARMCX4,0.35337580438907
PET100,0.546293051482749
AHI1-DT,0.0826331066749442
UBE2DNL,0.33258689724207
CADM3-AS1,0.19567843700241
ZNF717,0.091356213016889
INSYN2B,0.628820812247217
KRTAP25-1,0.00108108108108108
LOC100131943,0.346802325581395
FAM27E3,0.00428388746803069
RRN3P3,0.726776006325168
LOC100132004,0.367048762337816
TEX13D,0.0759514747859182
PDE4DIPP6,NA
LOC100132062,0.0859139992835665
LOC100132077,0.175838654942629
LOC100132078,0.132547774501755
FAM66E,0.122309406640377
C2CD4D-AS1,0.00891526201123724
ACTA2-AS1,0.0968647916696705
FAM240A,0.292472164685955
LINC01783,0.0596665646986846
LOC100132154,0.379231895542548
CALML3-AS1,0.0179804204583382
PHKA2-AS1,0.310929169672684
WASIR2,0.159695977428039
LINC01987,0.00513843266072267
EHBP1-AS1,0.451110458722679
LINC00543,0.00981029810298103
LOC100132249,0.0587628865979381
LOC100132287,0.0408594532580748
TEKT4P2,0.169753639033285
FAM236B,0.108520251534957
CLUHP3,0.509963292882663
FRG1HP,NA
LINC01512,0.353913040166363
GAGE12D,0.0894512632041236
FAM157B,0.281696719222207
NBPF10,NA
FCGR1CP,0.334858711331204
CLDN24,0.60211161387632
KRTAP4-7,0.157788944723618
LINC01415,0.060027647831449
FGD5P1,0.647695414587788
TAT-AS1,0.167981927052903
PGAM1P5,0.129694246192568
XGY2,0.392205823110937
LINC02312,0.0156879386634117
ZRANB2-AS1,0.535673038288815
BSN-DT,0.142711148398448
LOC100132686,0.101413427561837
PAXIP1-AS2,0.155077859127578
CYP4F30P,0.246788232199848
DCAF13P3,0.931259370314842
FILNC1,0.0915480962890662
KDM4A-AS1,0.245425824047345
SYBU-AS1,0.133416189192226
IPO5P1,0.123624265151298
TNIP2P1,0.662447844228095
PMS2P9,0.756294855364646
MSC-AS1,0.119236408869996
SHISAL2B,0.439466403944114
FAM66D,0.0364961324185139
FAM25BP,0.51247900421664
FAM197Y9,0.109328039044298
FAM27C,0.000697674418604651
SMIM9,0.163720468563926
FAM223A,0.0188497912060919
LINC00856,0.285571310480998
CXorf49B,0.0613975131943284
RASA4DP,0.453944862612354
FAM95B1,0.166246573182293
GUSBP19,0.733625825160299
CXorf51B,0.0300182041496688
LOC100133077,0.0545830372326859
FAM25G,0.430437647148174
LINC01203,0.0420850929708918
LINC01001,NA
FAM66A,0.0368658361665958
ADIRF-AS1,0.12926465697983
HSDL2-AS1,0.102416673999062
LINC00240,0.104987428069373
GOLGA6L3P,0.208657626567075
SBF1P1,0.648925590481264
DEFB130B,0.589370973853732
CBR1-AS1,0.0956120551594629
RSU1P2,0.367207803959074
HOXA-AS3,0.68150098784011
XNDC1N,0.328356837998259
PRO1804,0.127024390243902
LINC02171,0.59722564866683
LINC01134,0.0246231437356472
LOC100133920,0.590136720815619
CD24,0.321408135943422
UXT-AS1,0.204947827268378
LINC01816,0.259745837837493
MAP3K14-AS1,0.162339980621662
UBOX5-AS1,0.096725693627221
LOC100134040,0.0710805548540311
KDM7A-DT,0.219933554817276
LINC01119,0.0299262341370971
LOC100134317,NA
LOC100134368,0.174227764552281
LOC100134391,0.0257786840466216
KCNJ18,0.229924511332555
NDUFB2-AS1,0.0789366053169734
LOC100134868,0.199414637902405
TEN1,NA
UPK3BL1,0.231929866239379
JMJD7,0.549311887046295
PLA2G4B,0.464678006697212
HDAC5,0.757140630566779
C17orf99,0.173986083079699
GALNT13-AS1,0.0157968509137671
LINC00029,0.0636084311121792
LINC01056,0.0428386449511307
EPHA5-AS1,0.245945720675397
CHKB-DT,0.0139683324077437
LINC00930,0.0533256504629508
RNU7-1,0.746031746031746
TMCO1-AS1,0.719324304467085
PDCD6IP,0.758034347092471
KRTAP20-4,0.145535714285714
RNU4ATAC,0.279391891891892
RNU6ATAC,0.977777777777778
SCARNA9L,0.579196428571429
PDCD6,0.443436331730569
RNA5S1,0.00756302521008403
TEX36-AS1,0.0605286389172789
RNA5S2,0.00420168067226891
RNA5S3,0.0260504201680672
RNA5S4,0.00420168067226891
RNA5S5,0
RNA5S6,0.0109243697478992
RNA5S7,0.0109243697478992
RNA5S8,0.000840336134453782
RNA5S9,0.0168067226890756
RNA5S10,0.00252100840336135
RNA5S11,0
RNA5S13,0.00504201680672269
RNA5S14,0.0336504580690627
RNA5S15,0.00465425531914894
PATE3,0.202257313456627
PEG3-AS1,0.295744680851064
DBIL5P2,0.336984607448805
BCL2L10,0.0946614199231455
SRRM5,0.159104106180008
ERICH4,0.30406914893617
TRIM59-IFT80,0.660683352947838
BCL2L11,0.399021833179151
MIR1224,0.13256880733945
MIR1225,0.601111111111111
TOMM6,0.590057420610872
HECTD2-AS1,0.142491443000209
LINC00426,0.0259158232620132
LINC00092,0.034324624382311
DNMBP-AS1,0.157130403506879
DCTN1-AS1,0.348910322061366
SH2B3,0.46131637616704
RAMP2-AS1,0.0783030598227142
TPT1-AS1,0.147006248498906
LINC02418,0.0236523725343115
C5orf52,0.43536330812412
C2CD4D,0.198833109619838
PPIAP30,0.78131021194605
ZFHX4-AS1,0.428539490121984
PP12613,0.41578947368421
FLJ16779,0.012254516889238
LINC01634,0.0320477824779844
LOC100192426,0.00101102941176471
GNE,0.579093374633147
HCN4,0.811990360970837
MANCR,0.0362997067490522
FAR2P2,0.428082067088213
KMT2E-AS1,0.17505592278928
LINC01004,0
INSL5,0.0687153674992823
FRAT1,0.329640831758034
PCED1B-AS1,0.0468878840163115
TROAP,0.348121312935286
LOC100240728,0.121609461841597
LOC100240735,0.265186171318634
PIGK,0.677080526121714
RPL26L1-AS1,0.0509965383224409
LINC01432,0.00348948904016183
CASC11,0.105701311804861
LARRPM,0.744848484848485
LCDR,0.0423115577889447
ARHGEF33,0.774431640321402
LINC00899,0.0549513641656454
LIMS3-LOC440895,0.453853918644935
ERVV-2,0.122277555471176
MEF2B,0.345113509443245
AIRN,0.0669169992252953
ZNRF2P2,0.45327868852459
RASA4B,0.552724245331865
CMC4,0.798127609083215
EOLA2-DT,0.121112898850309
BCDIN3D-AS1,0.320980300874426
LINC03010,0.222250939849624
LOC100286922,0.443255947969286
PPM1F-AS1,0.122527803330791
VPS13A-AS1,0.10884476534296
ANAPC1P1,0.812830026869936
MCPH1-DT,0.0185918571250156
DDX11L10,0.626502651657664
LOC100287036,0.0251594534271866
MIF4GD-DT,0.0595567867036011
FAM90A26,0.117507916350942
DCAF8-DT,0.473973985088118
LOC100287072,0.982051496096039
GACAT2,0.0267710944026734
TONSL-AS1,0.0296842243186583
DDX11L1,0.577342260687477
LINC00421,0.332059973924381
USP17L10,0.242184557438795
WASHC1,0.545236074465905
LOC100287175,0.00981013407523604
EML2-AS1,0.534336408862922
USP17L11,0.282234777150031
USP17L12,0.301083032490975
SH3RF3-AS1,0
LINC01630,0.0323779250903017
ZNF729,0.11553650794079
USP17L13,0.230696798493409
MANSC4,0.336880114047953
LOC100287290,0.114364535223338
LINC00941,0.0476996261443645
USP17L17,0.278217200251099
LOC100287329,0.140196078431373
PRSS46P,0.268792122737501
USP17L18,0.25053358443189
OSTM1-AS1,0.294742209699887
USP17L19,0.235404896421846
USP17L20,0.295982423101067
USP17L21,0.379472693032015
SMKR1,0.167386646544913
SEPTIN7P13,0.558203491624014
USP17L22,0.286754551161331
GLYATL1B,0.154026651225183
ADPGK-AS1,0.0799509556302205
LINC00173,0.0972666218948098
LINC02106,0.152617399037879
DDX11L5,0.658311857625716
LOXL1-AS1,0.103379907992953
SELENOKP3,0.899191374663073
MTHFD2P1,0.0746143501438667
LOC100287704,0.31615755222482
ANKRD66,0.41630719448332
AP4B1-AS1,0.261178668001742
SMIM10L2B-AS1,0.0710170535971872
LINC00630,0.0628708560669158
LOC100287792,0.116350129176686
LINC00582,0.117700113232186
ARHGEF17-AS1,0.255515875541975
LOC100287846,0.733134361827579
LINC00994,0.0571611543964552
LIPT2-AS1,0.360693145330169
LGALS8-AS1,0.218890357502518
TIMM23,0.828519583505458
LOC100287944,0.338806183010196
LINC01699,0.380177611367127
LOC100288069,0.2478911229312
SDR42E2,0.432101749435524
WTAPP1,0.19907577528452
GS1-279B7.1,0.245022237779326
LDLRAD4-AS1,0.00688985425388176
LOC100288123,0.0861257227665476
NBPF20,0.433630356981716
SLC9A3-AS1,0.203456899758918
LOC100288175,0.257615985629373
LNCOC1,0.00777812029509438
HMGN3-AS1,0.552390033053649
WHAMMP4,0.719582102905234
LOC100288208,0.125935976181545
KRTAP22-2,0.00989761092150171
KRTAP21-3,0.0102766798418972
NCAM1-AS1,0.45386677640599
ULK4P2,0.555289799776912
ERVMER34-1,0.0737591471960269
LMCD1-AS1,0.201471260365949
IL10RB-DT,0.00973895835964802
USP17L15,0.226804770872568
FOXL3-OT1,0.111439628482972
LOC100288570,0.420913503098557
WHAMMP1,0.710666303751141
LOC100288637,0.638896039831521
DUX4,NA
LIMS4,0.532051161212764
LOC100288728,0.0699492013607796
LINC02894,0.0907008703618873
TMEM239,0.348074419375985
SLC38A4-AS1,0.0632401432988459
FRG2C,0.306617686478122
HYDIN2,0.581985418656625
CLDN34,0.17035175879397
SRGAP3-AS3,0.189754794231074
B3GALT9,0.364501611480972
MIA2-AS1,0.0988962472406181
NGFR-AS1,0.276910267130963
PRSS43P,0.100269647644183
BMS1P21,0.430965196752704
SLC25A25-AS1,0.0752091905877059
ADAMTSL4-AS2,0.246346991987236
TSPY10,0.675571145511881
ATP2A1-AS1,0.289055958073236
FRG1CP,0.441010840166075
LINC03011,0.182161173680771
FAM95C,0.179317925468165
FAM197Y5,NA
GNG12-AS1,0.0940268658589772
TMEM225B,0.276104055032589
FAM197Y4,NA
LINC00624,0.0834200859064417
LOC100289230,0.0827939590075512
TMEM238L,0.151913749900891
DNAJC3-DT,0.0576870370617985
CNTNAP3C,0.653395840661984
LOC100289333,0.112672035807192
MAN1B1-DT,0.0134615384615385
LOC100289361,0.232611241217799
UBAC2-AS1,0.0859978310185158
KCTD21-AS1,0.254609641534178
LOC100289473,0.184548173129126
LOC100289495,0.11857126529692
KCNIP2-AS1,0.341304135129229
LOC100289561,0.348048585291639
HERC2P4,0.816464458171017
LOC100289580,0.126770150214468
ZNF605,0.10180534493111
PSG8-AS1,0.0311931416487252
LINC01848,0.203613756613757
ZNF783,0.247256432697986
RBM38-AS1,0.0525452117623198
LINC00942,0.0488135771843637
ZNF587B,0.0781463045691326
LOC100294145,0.289514638543436
RNF213-AS1,0.0583831453284449
NHEG1,0.0490671074222899
CDH5,0.342642697854295
MIR1184-1,0.734343434343434
MIR1284,0.826896551724138
MIR1200,1
MIR513C,0.229761904761905
MIR1468,0.897674418604651
MIR1265,0.0604651162790698
MIR320B1,0
MIR1286,0.00897435897435897
MIR1538,0.429508196721311
MIR1276,0.0036144578313253
MIR1183,0.953890675241158
MIR1275,0.138949361097965
MIR1288,0.024
MIR1289-1,0.0659722222222222
MIR1471,0.877712031558185
MIR1470,0.788524590163935
MIR1302-3,0.143238587424634
MIR1915,0
MIR1302-4,0.0552447552447553
MIR302F,0.770588235294118
MIR1182,0.0052064631956912
MIR1287,0.793333333333333
MIR1289-2,0
MIR320C1,0.0897727272727273
MIR1252,0.00615384615384615
MIR1914,0.00625
MIR1292,0.0666666666666667
MIR1537,0.0534883720930233
MIR1302-6,0.809006499535747
MIR1913,0.882352941176471
MIR1246,0.226237201365188
MIR1248,1
MIR1912,0.985
MIR1247,0.25402545775779
MIR1302-5,0.00666666666666667
MIR1302-7,0
MIR1263,0
MIR1249,1
MIR1296,0.991304347826087
MIR548N,0.872571428571429
MIR1298,0.865178571428572
MIR1256,1
MIR1185-1,0.834883720930233
MIR1231,0.881632653061224
MIR548F3,0.0116822429906542
MIR1233-1,0.10609756097561
MIR1205,0.457142857142857
MIR1278,0.75
MIR2113,0.0607594936708861
MIR1299,NA
MIR1257,0.28974358974359
MIR320D2,0.00416666666666667
MIR1206,0.911864406779661
MIR1321,0.0620253164556962
MIR1258,0.42109375
MIR1307,0.52751677852349
MIR1207,0.144827586206897
MIR1269A,0.736138613861386
MIR1295A,0
MIR1270,0.00481927710843374
MIR1294,0.023943661971831
MIR1279,0.856451612903226
MIR1825,0
MIR1272,0.00465116279069767
MIR1204,0.229850746268657
MIR548I3,0.00268456375838926
MIR1297,0.954545454545455
MIR1243,0.672437673130194
MIR548I4,0
MIR548F1,0.00595238095238095
MIR1255A,1
MIR320C2,0.06
MIR1306,1
MIR1228,0.0726027397260274
MIR1266,0
MIR1271,0.443181818181818
MIR548I1,0.000671140939597316
MIR1283-2,0
MIR1253,0.0676190476190476
MIR1185-2,0.831395348837209
MIR1909,0.225
MIR1203,0.765882352941176
MIR1324,0.336486486486486
MIR1181,0.498765432098765
MIR1277,1
MIR1827,0.339393939393939
MIR1285-1,0.132570194384449
MIR1245A,0.368211920529801
MIR1293,0.0028169014084507
MIR1291,0.624137931034483
MIR1911,0.9875
MIR1302-8,0.0171875
MIR2110,0.0173333333333333
MIR2053,0.812087912087912
MIR1238,0.11566265060241
MIR1302-1,0.123076923076923
MIR1261,0.00121951219512195
